popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,multiple_artists,tempo_cat
10,137906,False,0.824,0.416,B,-9.273,major,0.104,0.0137,0.479,0.549,0.351,86.021,4,study,FALSE,Andante
62,222933,False,0.534,0.892,F,-4.877,major,0.0537,2.56e-4,0.0137,0.232,0.28,137.941,4,industrial,FALSE,Allegro
66,171539,False,0.787,0.558,C,-5.237,major,0.0414,0.664,0,0.347,0.706,94.049,4,electro,FALSE,Andante
44,273750,False,0.537,0.498,F#/Gb,-7.411,minor,0.0307,0.0798,5.61e-6,0.0839,0.214,127.886,4,anime,FALSE,Allegro
43,211506,False,0.391,0.6,C,-3.935,major,0.0298,0.0692,0,0.134,0.27,81.964,4,world-music,FALSE,Andante
35,296480,False,0.393,0.931,E,-3.862,major,0.1,0.18,0.0133,0.368,0.484,152.999,4,punk-rock,FALSE,Allegro
38,160914,False,0.627,0.909,C,-4.179,major,0.0934,0.481,9.47e-5,0.104,0.837,159.904,4,gospel,FALSE,Allegro
31,223295,False,0.344,0.189,A,-11.129,major,0.0345,0.905,0,0.113,0.292,125.738,4,groove,FALSE,Allegro
16,162139,False,0.214,0.997,C#/Db,-4.096,major,0.112,4.81e-6,0.94,0.0828,0.121,142.747,4,grindcore,FALSE,Allegro
37,240396,False,0.518,0.183,E,-14.355,major,0.0328,0.907,0,0.112,0.308,143.62,4,world-music,FALSE,Allegro
8,169853,False,0.413,0.244,A,-13.301,major,0.0495,0.906,0,0.0882,0.578,84.019,4,romance,FALSE,Andante
19,126773,False,0.75,0.662,D,-4.935,major,0.0307,0.219,7.63e-4,0.168,0.569,114.081,4,kids,FALSE,Moderato
1,195093,False,0.597,0.496,F,-9.441,major,0.0769,0.0839,0,0.117,0.319,160.055,4,chill,FALSE,Allegro
20,175696,True,0.353,0.99,B,-4.626,major,0.209,5.31e-5,4.57e-4,0.147,0.298,190.007,4,heavy-metal,FALSE,Presto
19,164120,False,0.554,0.834,A,-2.339,major,0.03,0.253,0.0289,0.208,0.739,150.003,4,j-idol,FALSE,Allegro
37,276146,False,0.61,0.595,G,-8.009,major,0.0406,0.397,0,0.568,0.84,134.789,3,salsa,FALSE,Allegro
65,229933,False,0.599,0.788,G#/Ab,-6.25,minor,0.0294,0.263,0.00525,0.155,0.581,100.001,3,alternative,FALSE,Andante
44,168463,False,0.572,0.846,A#/Bb,-3.835,minor,0.143,0.188,1.77e-6,0.273,0.684,87.411,4,forro,FALSE,Andante
17,200687,False,0.229,0.413,F,-3.835,minor,0.0892,1.18e-6,0.904,0.0644,0.0777,119.816,3,black-metal,FALSE,Moderato
30,131688,False,0.472,0.256,C,-17.152,major,0.0368,0.897,0.0459,0.148,0.303,111.586,3,cantopop,FALSE,Moderato
16,278466,False,0.618,0.953,D,-7.016,major,0.0443,0.00193,0.798,0.225,0.51,134.884,4,breakbeat,FALSE,Allegro
0,299213,False,0.212,0.152,C,-22.698,major,0.0401,0.965,0.919,0.0779,0.0704,137.679,3,iranian,FALSE,Allegro
48,266000,False,0.576,0.465,F,-11.99,major,0.0353,0.643,5.5e-6,0.336,0.305,135.913,4,cantopop,FALSE,Allegro
23,280000,False,0.626,0.663,C#/Db,-11.866,major,0.0354,0.745,1.73e-4,0.108,0.761,140.283,4,cantopop,FALSE,Allegro
28,318160,False,0.454,0.832,G#/Ab,-4.097,major,0.0649,0.0081,0,0.194,0.324,173.646,4,heavy-metal,FALSE,Vivace
41,191373,False,0.798,0.633,F,-7.259,major,0.043,0.0795,3.18e-4,0.257,0.782,89.029,4,r-n-b,FALSE,Andante
0,241453,False,0.39,0.351,F,-11.02,major,0.039,0.989,4.85e-4,0.085,0.116,75.389,4,romance,FALSE,Adagio
6,473157,False,0.803,0.917,C#/Db,-10.868,minor,0.0525,1.5e-4,0.914,0.119,0.53,126.008,4,detroit-techno,FALSE,Allegro
46,274325,False,0.571,0.714,F,-8.102,major,0.0455,0.752,0,0.367,0.652,164.867,4,pagode,FALSE,Allegro
24,357600,True,0.635,0.596,E,-6.734,major,0.928,0.814,0,0.7,0.711,126.229,3,comedy,FALSE,Allegro
13,228746,False,0.843,0.686,A,-9.985,major,0.0383,0.0117,0.607,0.14,0.653,141.826,4,kids,FALSE,Allegro
37,201906,False,0.6,0.771,D,-8.182,major,0.0557,0.326,0.00367,0.914,0.868,152.704,4,punk-rock,FALSE,Allegro
69,258920,False,0.515,0.876,G#/Ab,-3.756,major,0.0292,9.32e-4,1.66e-4,0.136,0.385,145.916,4,grunge,FALSE,Allegro
23,163360,False,0.539,0.664,G,-7.043,major,0.0802,0.448,0,0.129,0.785,144.766,4,power-pop,FALSE,Allegro
31,139386,False,0.54,0.219,G,-10.054,major,0.0293,0.387,0,0.247,0.366,81.87,4,guitar,FALSE,Andante
58,220000,False,0.316,0.903,D#/Eb,-3.234,major,0.0908,3.31e-4,7.19e-5,0.102,0.59,171.953,3,grunge,FALSE,Vivace
58,206586,False,0.623,0.342,C,-8.694,major,0.038,0.0134,0.00412,0.106,0.101,115.032,4,grunge,FALSE,Moderato
45,145449,False,0.656,0.618,F,-8.776,major,0.0493,0.392,2.92e-6,0.101,0.953,96.041,4,r-n-b,FALSE,Andante
40,267560,False,0.847,0.718,C,-2.515,major,0.0707,0.505,0,0.114,0.766,109.976,4,forro,FALSE,Moderato
8,201200,False,0.66,0.601,E,-6.94,major,0.16,0.0108,0,0.196,0.678,98.357,4,kids,FALSE,Andante
43,200360,False,0.645,0.944,C,-5.451,major,0.0565,0.0133,0,0.667,0.396,99.971,4,world-music,FALSE,Andante
24,269200,True,0.429,0.727,E,-6.31,major,0.228,0.458,0,0.924,0.502,131.807,4,comedy,FALSE,Allegro
47,272866,False,0.428,0.16,D,-17.424,major,0.0319,0.823,0.00673,0.101,0.101,140.25,3,new-age,FALSE,Allegro
47,278640,False,0.417,0.375,F,-11.861,major,0.0344,0.766,2.41e-5,0.133,0.464,130.416,4,cantopop,FALSE,Allegro
18,217601,False,0.75,0.946,A#/Bb,-4.489,major,0.222,0.0455,0,0.34,0.701,91.225,4,kids,FALSE,Andante
54,139640,False,0.647,0.513,G,-12.372,major,0.0421,0.758,8.64e-6,0.108,0.955,131.641,4,rock-n-roll,FALSE,Allegro
23,233240,False,0.236,0.207,F,-13.442,major,0.0449,0.935,9.63e-6,0.962,0.158,68.547,4,opera,FALSE,Adagio
47,159823,False,0.77,0.648,G,-4.093,minor,0.047,0.47,0,0.164,0.768,113.067,4,sertanejo,FALSE,Moderato
11,191493,False,0.659,0.487,F,-9.811,major,0.108,0.849,0,0.895,0.691,129.945,4,honky-tonk,FALSE,Allegro
45,275826,False,0.313,0.571,D,-5.607,major,0.0352,0.0306,0,0.567,0.163,137.109,3,british,FALSE,Allegro
28,129520,False,0.669,0.848,A,-6.738,minor,0.165,0.616,8.68e-6,0.948,0.789,136.021,4,rock-n-roll,FALSE,Allegro
37,265253,False,0.61,0.785,F#/Gb,-5.302,major,0.0276,0.118,0,0.0513,0.609,137.997,4,party,FALSE,Allegro
12,248760,False,0.526,0.424,C,-9.175,major,0.0364,8.23e-4,0.128,0.11,0.581,116.011,4,breakbeat,FALSE,Moderato
21,305159,False,0.509,0.948,B,-2.363,minor,0.121,0.478,0,0.701,0.431,148.022,4,j-idol,FALSE,Allegro
20,154906,False,0.86,0.457,C,-9.046,major,0.0702,0.0598,0.584,0.102,0.672,114.972,4,afrobeat,FALSE,Moderato
33,263933,False,0.356,0.935,D,-5.864,minor,0.101,2.3e-4,2.1e-5,0.214,0.512,88.711,4,goth,FALSE,Andante
25,229355,False,0.516,0.786,E,-6.827,minor,0.032,0.0527,1.24e-6,0.126,0.442,140.124,4,heavy-metal,FALSE,Allegro
1,234266,False,0.288,0.955,G,-4.424,major,0.171,4.65e-5,0.139,0.394,0.0916,108.423,3,alternative,FALSE,Moderato
1,390897,False,0.415,0.629,F#/Gb,-13.095,major,0.153,0.409,0.673,0.152,0.16,159.282,4,iranian,FALSE,Allegro
21,146666,True,0.404,0.971,C#/Db,-7.395,minor,0.0691,1.48e-6,0.076,0.0621,0.153,109.993,4,black-metal,FALSE,Moderato
61,287000,False,0.471,0.648,D#/Eb,-3.968,major,0.0342,0.63,0,0.122,0.239,135.053,4,mandopop,FALSE,Allegro
20,69473,False,0.622,0.778,E,-3.72,major,0.267,0.286,0,0.0847,0.969,159.082,1,j-dance,FALSE,Allegro
8,377286,False,0.798,0.753,C#/Db,-7.878,major,0.119,0.0253,0.934,0.106,0.492,121.764,4,detroit-techno,FALSE,Allegro
15,40960,False,0.324,0.841,G,-8.224,major,0.0929,3.35e-6,0.898,0.164,0.179,96.182,4,grindcore,FALSE,Andante
30,125689,True,0.605,0.917,E,-6.72,major,0.0538,0.115,0.0101,0.336,0.818,133.937,4,cantopop,FALSE,Allegro
6,403229,False,0.829,0.585,A,-7.101,major,0.0474,0.00122,0.853,0.0575,0.487,124.985,4,detroit-techno,FALSE,Allegro
13,200000,False,0.722,0.793,D,-6.366,major,0.0653,0.313,0.867,0.188,0.719,90.006,4,study,FALSE,Andante
14,244560,False,0.562,0.369,C#/Db,-12.787,major,0.0304,0.914,0.831,0.0879,0.081,107.471,4,idm,FALSE,Andante
55,128306,False,0.838,0.616,G#/Ab,-6.502,major,0.0433,0.575,0,0.0785,0.971,131.719,4,rockabilly,FALSE,Allegro
49,98146,False,0.826,0.87,C,-6.173,major,0.46,0.691,9.63e-5,0.85,0.96,150.07,4,trip-hop,FALSE,Allegro
27,99047,False,0.175,0.195,A,-23.733,minor,0.0464,0.857,0.84,0.372,0.104,63.029,4,ambient,FALSE,Larghetto
20,135666,False,0.525,0.785,B,-5.024,minor,0.0372,0.00255,0,0.325,0.462,82.052,4,j-idol,FALSE,Andante
24,215813,True,0.552,0.96,E,-8.127,minor,0.0608,2.37e-4,0.00739,0.0463,0.0959,114.107,4,heavy-metal,FALSE,Moderato
19,75666,False,0.647,0.539,A,-4.979,major,0.0321,0.082,7.01e-5,0.31,0.711,110.187,4,kids,FALSE,Moderato
60,348625,False,0.382,0.578,F,-4.246,major,0.047,0.00982,1.44e-5,0.433,0.156,113.072,4,british,FALSE,Moderato
23,224658,True,0.648,0.575,D,-6.363,major,0.034,0.00261,0.682,0.0738,0.855,141.961,4,power-pop,FALSE,Allegro
70,240439,False,0.59,0.833,F,-6.503,minor,0.0615,0.0142,5.4e-6,0.105,0.538,94.963,4,british,FALSE,Andante
30,264266,False,0.448,0.477,G,-5.681,major,0.0316,0.185,0.0187,0.133,0.28,122.997,4,bluegrass,FALSE,Allegro
20,334599,False,0.539,0.906,G#/Ab,-3.673,minor,0.0362,0.00422,0.00434,0.184,0.523,130.064,4,heavy-metal,FALSE,Allegro
44,253840,False,0.39,0.757,D#/Eb,-11.223,minor,0.0311,0.0016,7.58e-4,0.0388,0.739,159.319,4,punk-rock,FALSE,Allegro
4,267000,False,0.465,0.832,B,-5.359,minor,0.3,0.149,0.703,0.0956,0.21,137.013,4,iranian,FALSE,Allegro
9,256665,False,0.776,0.972,G,-3.712,major,0.136,0.0936,0.629,0.0486,0.226,180.016,4,happy,FALSE,Presto
23,272773,False,0.632,0.527,A,-9.335,major,0.0294,0.24,1.89e-6,0.113,0.679,101.663,4,honky-tonk,FALSE,Andante
38,227384,False,0.565,0.768,C,-6.673,major,0.15,0.512,0,0.181,0.948,93.582,4,samba,FALSE,Andante
48,212745,False,0.555,0.701,D,-4.606,major,0.0335,0.709,0,0.377,0.576,148.037,4,pagode,FALSE,Allegro
28,235906,False,0.461,0.96,D#/Eb,-4.24,major,0.064,0.0576,0.254,0.163,0.699,167.847,4,j-idol,FALSE,Allegro
16,92626,False,0.433,0.63,G,-5.542,minor,0.0482,2.72e-6,0.733,0.147,0.307,140.331,4,grindcore,FALSE,Allegro
11,97293,False,0.346,0.997,D#/Eb,-4.929,minor,0.159,1.88e-6,5.37e-6,0.364,0.16,113.137,4,grindcore,FALSE,Moderato
30,208480,False,0.574,0.694,A,-4.945,major,0.0265,0.436,0,0.297,0.538,80.986,4,party,FALSE,Andante
13,196760,False,0.5,0.311,C#/Db,-13.173,major,0.029,0.543,3.02e-5,0.0988,0.136,79.951,3,honky-tonk,FALSE,Andante
20,284866,False,0.601,0.971,C#/Db,-5.431,major,0.0503,1.32e-4,0.0709,0.12,0.588,145.044,4,breakbeat,FALSE,Allegro
38,160639,False,0.0924,0.824,G,-21.031,major,0.0801,4.7e-6,0.975,0.757,0.0316,88.219,4,sleep,FALSE,Andante
43,238893,False,0.533,0.851,D,-8.289,major,0.0632,0.65,0,0.752,0.83,88.423,4,pagode,FALSE,Andante
50,285186,False,0.681,0.936,D,-3.551,major,0.0471,0.259,1.53e-6,0.32,0.924,121.986,4,j-idol,FALSE,Allegro
30,144200,False,0.313,0.951,B,-6.981,minor,0.113,2.67e-4,0.241,0.962,0.337,73.595,4,heavy-metal,FALSE,Adagio
39,197398,False,0.429,0.898,A,-4.169,major,0.0865,0.0278,0.0094,0.0383,0.324,117.772,4,electronic,FALSE,Moderato
22,301000,False,0.624,0.956,G#/Ab,-5.468,major,0.216,0.0123,1.44e-4,0.606,0.589,142.681,4,happy,FALSE,Allegro
37,289866,False,0.518,0.87,C,-7.142,major,0.07,0.00296,0,0.164,0.714,120.97,4,j-pop,FALSE,Allegro
8,79876,False,0.268,0.216,C,-20.533,major,0.0374,0.986,0.813,0.124,0.845,129.633,3,classical,TRUE,Allegro
77,240793,False,0.661,0.836,F,-3.164,minor,0.059,0.00268,0,0.497,0.396,124.952,4,k-pop,FALSE,Allegro
35,212160,False,0.536,0.771,B,-6.543,minor,0.0274,0.00556,0.127,0.123,0.547,138.087,4,swedish,FALSE,Allegro
21,237013,False,0.468,0.318,A,-14.52,minor,0.0362,0.89,0.474,0.185,0.241,194.006,4,opera,FALSE,Presto
37,210093,False,0.636,0.871,G,-6.47,major,0.0312,0.169,0,0.202,0.939,107.798,4,ska,FALSE,Andante
40,328546,False,0.703,0.918,G#/Ab,-7.644,major,0.0759,0.169,0.109,0.968,0.775,117.751,4,r-n-b,FALSE,Moderato
1,162901,False,0.425,0.248,G#/Ab,-11.068,minor,0.0371,0.84,0.0041,0.112,0.363,121.424,4,romance,FALSE,Allegro
59,242293,False,0.516,0.942,D,-4.113,major,0.036,1.82e-4,0.464,0.116,0.964,95.996,4,garage,FALSE,Andante
57,209453,False,0.455,0.502,E,-7.539,major,0.0493,0.699,1.56e-4,0.094,0.674,163.347,4,british,FALSE,Allegro
13,144106,False,0.258,0.968,A#/Bb,-5.791,minor,0.113,2.09e-4,0.0525,0.0797,0.0762,98.396,4,grindcore,FALSE,Andante
72,255893,False,0.307,0.371,D#/Eb,-8.498,major,0.0288,0.923,0.0253,0.11,0.189,115.241,3,ambient,FALSE,Moderato
6,401026,False,0.555,0.836,C#/Db,-8.404,major,0.054,0.0631,0.772,0.0502,0.488,124.525,4,chicago-house,FALSE,Allegro
10,216920,False,0.702,0.273,C,-17,major,0.0324,0.858,0.344,0.117,0.313,132.054,4,honky-tonk,FALSE,Allegro
40,350054,False,0.74,0.512,F,-12.922,minor,0.065,0.257,0.878,0.0824,0.0824,123.026,4,trip-hop,FALSE,Allegro
44,189010,False,0.673,0.644,E,-7.909,major,0.0446,0.701,1.11e-6,0.0856,0.9,93.389,4,r-n-b,FALSE,Andante
58,240496,False,0.497,0.838,F#/Gb,-2.703,minor,0.0463,8.15e-4,0,0.0461,0.82,176.025,4,anime,FALSE,Presto
41,214230,False,0.65,0.862,G,-6.618,major,0.0428,0.586,2.08e-4,0.0762,0.962,172.053,4,forro,FALSE,Vivace
39,311240,False,0.171,0.752,F#/Gb,-5.515,minor,0.0414,0.0224,0,0.317,0.165,72.895,4,world-music,FALSE,Adagio
31,237093,False,0.486,0.913,F,-6.416,major,0.0616,2.45e-5,0.289,0.225,0.334,136.073,4,acoustic,FALSE,Allegro
53,282776,False,0.49,0.474,C,-8.439,major,0.071,0.346,1.16e-4,0.0908,0.508,154.807,3,malay,FALSE,Allegro
6,125333,False,0.507,0.248,B,-9.473,minor,0.0322,0.867,0,0.301,0.411,127.246,4,romance,FALSE,Allegro
47,319946,False,0.566,0.419,G,-7.661,major,0.0385,0.771,0,0.28,0.186,147.881,4,indian,FALSE,Allegro
18,151716,False,0.526,0.198,D#/Eb,-14.417,major,0.0387,0.991,0.884,0.113,0.0906,87.416,4,disney,FALSE,Andante
0,140506,False,0.29,0.178,F,-13.97,major,0.0294,0.884,0,0.15,0.214,130.643,5,jazz,FALSE,Allegro
66,119200,False,0.557,0.66,D,-7.706,major,0.056,0.654,1.66e-6,0.138,0.962,95.252,4,rock-n-roll,FALSE,Andante
38,268226,False,0.709,0.675,F,-10.147,major,0.176,0.605,0,0.882,0.744,113.305,4,samba,FALSE,Moderato
25,43666,False,0.538,0.0733,A#/Bb,-22.872,major,0.0719,0.992,0.892,0.0884,0.676,107.567,5,classical,TRUE,Andante
15,163494,False,0.492,0.631,B,-6.696,minor,0.106,0.128,0.884,0.134,0.75,88.783,4,study,FALSE,Andante
31,107533,False,0.525,0.641,E,-6.825,major,0.0793,0.572,0,0.253,0.919,95.273,4,rock-n-roll,FALSE,Andante
45,533160,False,0.394,0.639,F#/Gb,-6.847,major,0.0307,0.38,1.81e-4,0.206,0.12,137.034,4,world-music,FALSE,Allegro
41,187271,False,0.419,0.902,E,-4.007,major,0.252,0.225,2.41e-6,0.407,0.66,91.061,4,forro,FALSE,Andante
58,330840,False,0.363,0.553,C,-7.698,major,0.0299,0.00754,1e-5,0.909,0.0908,142.865,4,grunge,FALSE,Allegro
33,161786,False,0.673,0.481,E,-8.045,major,0.0338,0.598,0,0.211,0.91,117.735,4,rock-n-roll,FALSE,Moderato
6,397200,False,0.764,0.675,C#/Db,-7.785,major,0.0406,0.00761,2.12e-5,0.253,0.594,122.958,4,chicago-house,FALSE,Allegro
7,94706,False,0.608,0.228,A,-20.006,major,0.0481,0.918,0.703,0.0908,0.698,132.094,4,classical,TRUE,Allegro
1,360048,True,0.292,0.878,G,-3.846,major,0.0628,0.00188,0.0453,0.0757,0.0468,120.076,4,iranian,FALSE,Allegro
50,290201,False,0.456,0.461,D,-11.337,major,0.0593,0.0978,0.815,0.102,0.119,155.008,4,ambient,FALSE,Allegro
34,261176,False,0.452,0.727,C,-8.136,major,0.0729,0.0018600000000000001,0.8,0.106,0.0554,135.964,4,trance,FALSE,Allegro
61,253494,False,0.481,0.715,B,-7.14,major,0.0661,0.023,0.00213,0.181,0.222,131.452,3,alt-rock,FALSE,Allegro
14,108200,False,0.808,0.179,G,-15.566,major,0.275,0.784,0,0.0983,0.795,104.993,4,kids,FALSE,Andante
27,273680,False,0.765,0.855,D,-5.088,major,0.0432,0.23,0,0.0456,0.758,95.389,4,salsa,FALSE,Andante
79,215906,False,0.595,0.717,C,-4.803,major,0.0295,0.0779,0.00274,0.108,0.547,88.969,4,alt-rock,FALSE,Andante
58,242973,False,0.335,0.416,C,-11.051,major,0.0348,0.345,0.136,0.116,0.223,174.464,3,british,FALSE,Vivace
0,273653,False,0.633,0.429,E,-6.784,minor,0.0381,0.0444,0,0.132,0.52,143.793,4,acoustic,FALSE,Allegro
29,341386,False,0.47,0.868,B,-5.539,major,0.0696,0.287,6.02e-5,0.428,0.637,124.507,4,salsa,FALSE,Allegro
28,274333,True,0.515,0.86,C,-8.117,major,0.0646,8.54e-4,0.00288,0.187,0.343,135.997,4,death-metal,FALSE,Allegro
32,232280,False,0.546,0.755,G,-7.638,major,0.0338,0.00444,4.8e-6,0.0964,0.724,153.02,4,j-rock,FALSE,Allegro
21,206440,False,0.267,0.338,G,-10.197,major,0.0417,0.962,0.119,0.875,0.178,131.111,3,opera,FALSE,Allegro
8,160000,False,0.975,0.432,C,-13.808,major,0.192,0.0406,0,0.101,0.304,119.989,4,kids,TRUE,Moderato
19,263520,False,0.36,0.38,C#/Db,-7.303,minor,0.031,0.692,0,0.115,0.233,80.068,3,opera,FALSE,Andante
9,135999,False,0.744,0.65,G,-8.59,major,0.0481,0.206,0.751,0.119,0.638,114.996,4,study,FALSE,Moderato
28,268580,False,0.738,0.868,D,-5.411,major,0.061,0.00763,0.0638,0.0844,0.802,119.988,4,afrobeat,FALSE,Moderato
39,153887,False,0.431,0.874,D#/Eb,-3.789,major,0.193,0.132,0,0.412,0.39,80.137,1,forro,FALSE,Andante
33,123120,False,0.68,0.356,F,-10.768,major,0.0624,0.474,0,0.304,0.772,82.551,4,children,FALSE,Andante
10,237546,False,0.448,0.345,D,-9.797,major,0.0284,0.648,0.0206,0.095,0.192,112.904,3,synth-pop,FALSE,Moderato
0,178000,False,0.624,0.29,F,-7.069,minor,0.0767,0.995,1.63e-4,0.11,0.312,72.808,4,romance,FALSE,Adagio
16,179400,False,0.447,0.188,C,-13.829,major,0.0342,0.889,0,0.121,0.445,91.425,4,honky-tonk,FALSE,Andante
39,207240,False,0.7,0.875,C,-6.094,major,0.0363,0.0919,0.422,0.103,0.942,91.573,4,punk-rock,FALSE,Andante
54,409146,False,0.391,0.568,C,-6.698,major,0.031,0.0477,2.35e-5,0.538,0.129,142.977,4,world-music,FALSE,Allegro
70,232966,False,0.813,0.876,C#/Db,-2.92,minor,0.0922,0.024,0,0.287,0.757,98.989,4,k-pop,FALSE,Andante
55,122870,False,0.248,0.419,D,-14.917,minor,0.0397,0.458,0.649,0.284,0.0349,103.209,4,german,FALSE,Andante
17,50440,False,0.93,0.565,C#/Db,-6.567,major,0.113,0.0475,0.364,0.0863,0.729,112.897,4,kids,FALSE,Moderato
27,125093,False,0.567,0.237,G,-13.256,major,0.0442,0.951,0.0042,0.276,0.441,106.124,3,cantopop,FALSE,Andante
26,221746,False,0.771,0.729,G#/Ab,-5.067,major,0.04,0.13,0,0.0498,0.637,92.018,4,malay,TRUE,Andante
0,206000,False,0.176,0.994,C#/Db,-8.622,major,0.174,0.139,0.973,0.374,0.0158,108.156,1,sleep,FALSE,Moderato
21,263066,False,0.405,0.978,G,-3.427,major,0.057,3.3e-4,0.0143,0.126,0.493,185.061,4,j-idol,FALSE,Presto
23,276666,False,0.602,0.662,E,-7.134,minor,0.0255,0.0917,0.0013,0.0683,0.323,127.977,4,j-idol,FALSE,Allegro
23,237466,False,0.43,0.404,D#/Eb,-12.786,major,0.0337,0.442,0,0.706,0.424,116.222,4,bluegrass,FALSE,Moderato
64,220880,True,0.512,0.996,D,-2.1,major,0.114,5.63e-5,1.67e-4,0.347,0.0601,130.931,4,groove,FALSE,Allegro
51,145640,False,0.444,0.943,F#/Gb,-3.724,minor,0.104,0.171,6.59e-6,0.297,0.411,125.896,4,power-pop,FALSE,Allegro
54,156533,True,0.628,0.78,B,-5.217,major,0.451,0.243,0,0.318,0.602,122.308,4,industrial,FALSE,Allegro
36,179573,False,0.606,0.45,F,-12.867,major,0.031,4.01e-4,0.00814,0.329,0.263,112.729,4,punk-rock,FALSE,Moderato
12,321346,False,0.688,0.609,A,-9.415,minor,0.0379,0.516,0.00212,0.284,0.658,97.104,4,chicago-house,FALSE,Andante
22,138640,False,0.499,0.971,A#/Bb,-4.024,major,0.0441,0.0145,2.51e-5,0.195,0.756,139.971,4,power-pop,FALSE,Allegro
8,357030,False,0.807,0.628,F#/Gb,-17.592,major,0.0648,0.00125,0.932,0.0581,0.319,123.059,4,detroit-techno,FALSE,Allegro
57,217510,True,0.373,0.871,D,-3.706,major,0.0622,0.00115,0,0.4,0.201,127.413,4,british,FALSE,Allegro
25,169874,False,0.431,0.17,C,-14.912,major,0.0389,0.988,0.845,0.0846,0.385,146.479,4,new-age,FALSE,Allegro
37,141545,False,0.375,0.774,C,-6.534,major,0.0325,0.00145,0,0.0848,0.773,121.254,4,cantopop,FALSE,Allegro
43,270508,False,0.524,0.994,D,-3.587,major,0.0712,3.65e-5,0.406,0.198,0.124,119.978,4,groove,FALSE,Moderato
73,357706,False,0.191,0.0582,G#/Ab,-25.398,major,0.0578,0.961,0.89,0.0941,0.0454,132.614,1,ambient,FALSE,Allegro
34,135757,False,0.936,0.539,D,-11.615,major,0.128,0.222,0,0.0852,0.923,120.038,4,children,FALSE,Allegro
45,193146,False,0.625,0.797,F,-6.917,major,0.0659,0.617,0,0.194,0.816,87.645,4,pagode,FALSE,Andante
14,408373,False,0.717,0.494,F#/Gb,-16.715,minor,0.0585,0.338,0.386,0.641,0.732,120.261,4,chicago-house,FALSE,Allegro
25,594533,False,0.361,0.111,C,-18.939,major,0.0404,0.913,4.24e-4,0.505,0.119,79.633,4,new-age,FALSE,Andante
58,120853,False,0.527,0.48,E,-9.61,major,0.028,0.334,0,0.0702,0.706,139.388,4,british,FALSE,Allegro
64,228106,False,0.508,0.832,B,-4.395,major,0.032,3.72e-4,0,0.0859,0.404,136.004,4,grunge,FALSE,Allegro
41,227105,False,0.502,0.811,G,-7.254,major,0.0558,0.392,0,0.391,0.859,193.928,4,pagode,FALSE,Presto
20,158038,False,0.364,0.497,F,-12.745,minor,0.0305,0.836,0.384,0.117,0.0353,156.132,3,idm,FALSE,Allegro
55,240906,True,0.225,0.774,B,-3.18,minor,0.0483,0.0222,0,0.111,0.167,157.525,4,british,FALSE,Allegro
29,412640,False,0.497,0.649,E,-10.09,major,0.0741,0.701,1.33e-5,0.138,0.52,128.248,4,british,FALSE,Allegro
59,221539,False,0.609,0.639,G#/Ab,-4.662,minor,0.0682,0.357,0,0.239,0.211,91.249,4,hip-hop,FALSE,Andante
0,54205,False,0.167,0.963,E,0.377,major,0.0711,0.107,0.692,0.397,0.031,106.265,4,iranian,FALSE,Andante
18,210053,False,0.493,0.901,C#/Db,-6.392,minor,0.0605,3.53e-5,0.881,0.221,0.821,175.054,4,j-idol,FALSE,Vivace
17,141333,False,0.364,0.977,A,-4.196,major,0.0649,4.98e-4,0.896,0.12,0.293,147.087,4,afrobeat,FALSE,Allegro
63,386373,False,0.271,0.553,D,-9.526,major,0.0472,0.044,0.0096,0.0999,0.433,86.762,3,hard-rock,FALSE,Andante
34,261733,False,0.351,0.897,D,-5.253,major,0.0688,0.00635,7.26e-6,0.296,0.64,109.661,4,goth,FALSE,Moderato
35,154666,False,0.939,0.566,B,-6.296,major,0.0546,0.0413,2.21e-6,0.0782,0.857,109.963,4,children,FALSE,Moderato
8,399479,False,0.743,0.906,E,-11.13,minor,0.105,0.059,0.881,0.116,0.0651,130.007,4,detroit-techno,FALSE,Allegro
57,293268,False,0.27,0.612,A#/Bb,-6.101,major,0.0336,0.174,0.205,0.119,0.116,160.417,4,piano,FALSE,Allegro
20,214998,False,0.417,0.972,D,-2.645,major,0.0615,2.53e-6,0.54,0.413,0.545,87.923,4,j-idol,FALSE,Andante
59,219640,False,0.635,0.76,G,-8.229,major,0.0326,0.611,0,0.802,0.652,140.007,4,pagode,FALSE,Allegro
18,109000,True,0.15,0.824,A#/Bb,-10.281,major,0.453,0.0798,0.759,0.237,0.0224,106.626,4,black-metal,FALSE,Andante
22,231560,False,0.597,0.835,G,-4.326,major,0.033,0.0684,0,0.0995,0.625,129.063,4,j-idol,FALSE,Allegro
5,439813,False,0.705,0.519,C#/Db,-11.384,major,0.0519,4.4e-5,0.0607,0.0451,0.278,120.016,4,detroit-techno,FALSE,Allegro
26,146400,True,0.366,0.961,B,-4.584,minor,0.144,0.00116,0.0147,0.235,0.189,169.915,4,death-metal,FALSE,Vivace
29,316907,False,0.656,0.569,G,-10.861,major,0.0708,0.521,4.15e-4,0.0758,0.661,105.046,4,goth,FALSE,Andante
40,120426,False,0.74,0.664,D,-5.626,major,0.0758,0.0376,0,0.13,0.772,139.979,4,children,FALSE,Allegro
19,34110,False,0.937,0.914,E,-8.042,major,0.403,0.554,0,0.092,0.0678,100.015,4,children,FALSE,Andante
