popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,multiple_artists,tempo_cat,artists,album_name,track_name
15,250428,False,0.273,0.863,G,-3.591,major,0.118,2.02e-5,0.676,0.0441,0.123,139.516,4,grindcore,FALSE,Allegro,Anaal Nathrakh,The Whole of the Law,Man at C&A (Bonus Track)
21,215546,False,0.804,0.718,C,-7.077,major,0.0336,0.287,4.9e-6,0.0939,0.736,122.501,4,j-idol,FALSE,Allegro,Seiko Matsuda,赤いスイートピー,制服
78,184601,False,0.738,0.67,G,-3.766,minor,0.0439,0.458,0,0.361,0.651,138.055,4,anime,FALSE,Allegro,ENHYPEN,DIMENSION : ANSWER,Polaroid Love
53,236466,False,0.767,0.671,F,-9.995,major,0.0317,0.552,3.23e-5,0.201,0.921,135.468,4,mandopop,FALSE,Allegro,Jay Chou,杰倫,可愛女人
22,455000,False,0.313,0.683,G,-15.873,major,0.0558,1.18e-5,0.897,0.224,0.192,120.01,4,heavy-metal,FALSE,Allegro,Rata Blanca,Entre el Cielo y el Infierno,Jerusalén
9,248571,False,0.75,0.865,E,-7.656,minor,0.0661,2.35e-4,0.0726,0.0482,0.629,124.682,4,chicago-house,FALSE,Allegro,Fast Eddie,Jack to the Sound,Can U Still Dance
22,82746,False,0.327,0.492,C#/Db,-14.419,major,0.0499,0.776,0.96,0.101,0.246,76.568,3,disney,FALSE,Andante,Germaine Franco,Nasze Magiczne Encanto (Muzyka z filmu),Pęknięcia
0,156067,False,0.722,0.338,C#/Db,-10.432,minor,0.073,0.502,0.857,0.104,0.183,79.997,4,electro,FALSE,Andante,The Chainsmokers,So Far So Good (lofi remixes),Riptide - lofi remix
70,183573,False,0.542,0.531,A,-7.481,major,0.0301,0.0033,1.51e-6,0.338,0.671,105.97,4,garage,FALSE,Andante,The Strokes,Is This It,Someday
56,183049,False,0.473,0.929,D#/Eb,-3.825,minor,0.0406,0.00353,2.89e-4,0.113,0.771,160.076,4,drum-and-bass,FALSE,Allegro,Pendulum,Nothing For Free,Nothing For Free
37,58614,False,0.105,0.101,C,-20.854,minor,0.0404,0.762,0.888,0.111,0.0385,87.408,4,disney,FALSE,Andante,Alan Menken,Aladdin (Original Motion Picture Soundtrack),Returning the Bracelet
39,171360,False,0.608,0.664,C#/Db,-12.857,minor,0.0425,0.133,0.925,0.13,0.0555,119.581,4,detroit-techno,FALSE,Moderato,Moodymann,Forevernevermore,Wednesday Night People
34,337666,False,0.485,0.486,G,-12.474,minor,0.0332,0.839,0.0188,0.0836,0.132,172.276,4,new-age,FALSE,Vivace,Yanni,The Very Best Of Yanni,Marching Season
30,152866,False,0.595,0.849,E,-2.917,major,0.0455,0.0953,1.16e-5,0.198,0.926,113.682,4,rockabilly,FALSE,Moderato,Toini & The Tomcats,Welcome to the Rock Garden (Vol. I),It Hurts
29,163240,False,0.495,0.275,E,-11.136,major,0.0284,0.601,0,0.112,0.517,180.666,4,rock-n-roll,FALSE,Presto,Alberto Vazquez,Cosas de Alberto Vázquez,Creo Estar Soñando
66,341986,False,0.515,0.809,A,-5.817,minor,0.0512,0.00455,0.0723,0.0905,0.525,142.011,4,alt-rock,FALSE,Allegro,Red Hot Chili Peppers,Return of the Dream Canteen,Eddie
46,223767,False,0.555,0.59,D#/Eb,-9.134,major,0.0552,0.451,0.166,0.372,0.142,126.143,4,mandopop,FALSE,Allegro,G.E.M.,啓示錄,少年與海
37,191438,False,0.702,0.782,C,-8.979,major,0.13,0.33,1.27e-6,0.115,0.601,86.998,4,malay,FALSE,Andante,Fejo,"Ayudhameduda (From ""Ranam"")","Ayudhameduda - From ""Ranam"""
0,225400,False,0.812,0.816,F,-5.699,major,0.0569,0.21,0.0472,0.0961,0.778,105.936,4,disco,FALSE,Andante,Bee Gees,Best 70s Rock Tunes,"Jive Talkin' - From ""Saturday Night Fever"" Soundtrack"
71,239626,False,0.721,0.833,G,-7.469,major,0.0777,0.122,1.15e-4,0.135,0.549,100.005,4,afrobeat,FALSE,Andante,Los Amigos Invisibles,Repeat After Me,La Que Me Gusta
65,225697,False,0.761,0.761,F,-5.721,minor,0.0899,0.242,0,0.103,0.484,121.971,4,k-pop,FALSE,Allegro,BTS,Love Yourself 結 'Answer',Trivia 承 : Love
72,324633,False,0.516,0.791,D#/Eb,-1.927,major,0.0318,0.00345,0,0.141,0.48,96.921,4,anime,FALSE,Andante,Official HIGE DANdism,エスカパレード,115万キロのフィルム
40,210733,False,0.665,0.962,D,-3.485,major,0.125,0.018,0,0.319,0.703,125.049,4,children,FALSE,Allegro,Kidz Bop Kids,KIDZ BOP Halloween,Disturbia
52,233866,False,0.641,0.477,E,-5.57,major,0.0284,0.656,0,0.228,0.296,105.011,4,sertanejo,FALSE,Andante,Eduardo Costa,"Pele, Alma E Coração",Me Apaixonei (A Primeira Vez Que Eu Te Vi)
84,119133,True,0.872,0.391,C,-9.144,minor,0.242,0.469,4.13e-6,0.297,0.437,134.021,4,emo,FALSE,Allegro,XXXTENTACION,17,Jocelyn Flores
24,246880,False,0.574,0.117,D,-15.58,major,0.0425,0.878,7.15e-5,0.106,0.196,132.649,4,bluegrass,FALSE,Allegro,Nickel Creek,This Side,Hanging By A Thread
72,53247,False,0.61,0.925,G#/Ab,-4.01,major,0.114,0.00804,0.767,0.131,0.442,101.992,4,hip-hop,FALSE,Andante,Anirudh Ravichander,Vikram (Original Background Score),Rolex Theme - Background Score
4,79373,False,0.637,0.4,B,-12.446,major,0.157,0.979,0.00265,0.264,0.922,125.024,4,romance,FALSE,Allegro,Rashid Beibutov,Ayrılıq,Ha Bu Diyar - Türk Xalq Mahnısı
60,258036,False,0.652,0.681,C,-7.565,major,0.0379,0.503,8.2e-6,0.181,0.677,81.489,4,indian,TRUE,Andante,Pritam;Arijit Singh,Chhichhore,Woh Din
7,254657,False,0.717,0.885,G,-9.116,major,0.0864,0.142,0.918,0.114,0.068,136.876,4,detroit-techno,FALSE,Allegro,Robert Hood,Toxin 12 EP,A-472.0
13,131773,False,0.634,0.688,A,-7.409,major,0.0331,0.905,0.00193,0.072,0.97,104.193,4,honky-tonk,FALSE,Andante,George Jones,Done Gone,Done Gone
22,199934,False,0.559,0.401,A,-12.521,major,0.15,0.942,1.38e-6,0.173,0.8,124.756,4,tango,FALSE,Allegro,Julio Sosa,Varón (Remastered),Mala suerte - Remastered
56,207065,False,0.425,0.614,E,-6.643,major,0.0435,0.704,0,0.356,0.571,143.687,4,pagode,FALSE,Allegro,Vitinho,Rodovia (Ao Vivo),Rodovia - Ao Vivo
61,197981,True,0.266,0.869,F,-6.086,major,0.0817,3.52e-4,5.65e-5,0.347,0.468,75.004,4,metalcore,FALSE,Adagio,I Prevail,TRUE POWER,FWYTYK
7,168000,False,0.575,0.489,C#/Db,-6.981,minor,0.219,0.5,0.939,0.174,0.47,160.028,4,study,FALSE,Allegro,Timothy Infinite,Cielo,Cielo
6,201951,False,0.54,0.609,G,-8.958,major,0.0338,0.11,0.672,0.0663,0.387,81.957,4,study,FALSE,Andante,Matt Large,Part of a Major Thing,Pyramid Skeme
6,250870,False,0.564,0.935,G,-5.082,major,0.0604,0.00271,0.68,0.121,0.0433,179.881,4,happy,FALSE,Presto,The Prophet,The Hardcore Archive Part 2 (1995 - 1996),I Wanna Rock You (CD Mix) - Extended Mix
49,256146,False,0.557,0.668,B,-8.51,major,0.0267,0.177,1.79e-5,0.397,0.454,133.943,4,mandopop,FALSE,Allegro,Jay Chou,跨時代,我落淚˙情緒零碎
51,409826,False,0.367,0.363,E,-7.965,major,0.0298,0.692,0,0.214,0.172,139.598,4,world-music,FALSE,Allegro,Hillsong Worship,Mighty To Save (Live),At The Cross
43,238000,False,0.411,0.73,B,-6.555,minor,0.0572,0.0161,0.0028,0.104,0.128,139.698,4,emo,FALSE,Allegro,For Revenge,Perayaan Patah Hati - Babak 1,Jeda
70,213626,False,0.431,0.377,D,-9.753,major,0.0288,0.749,0,0.211,0.353,173.67,4,singer-songwriter,FALSE,Vivace,John Mayer,XO,XO
10,315000,False,0.393,0.876,C,-11.533,minor,0.0456,0.149,0.82,0.187,0.346,127.994,4,idm,FALSE,Allegro,Ochre,A Midsummer Nice Dream,Seesoar
44,317642,False,0.492,0.756,G,-4.927,major,0.0556,0.444,0,0.97,0.521,135.635,4,pagode,FALSE,Allegro,Péricles,"Mensageiro do Amor, Pt. 1 (Ao Vivo)",Até Que Durou - Ao Vivo
27,40704,False,0.93,0.463,F#/Gb,-6.302,major,0.319,0.88,0,0.107,0.761,125.009,4,children,FALSE,Allegro,WowKidz,50 Top Hindi Nursery Rhymes,Titli Udi Bus Mein Chadi
22,300000,False,0.499,0.758,D,-9.666,minor,0.0488,0.328,4.89e-6,0.147,0.612,148.005,4,cantopop,FALSE,Allegro,Andy Lau,真情難收,一輩子的錯
19,142549,False,0.662,0.0683,A#/Bb,-18.923,major,0.0351,0.994,0.901,0.108,0.319,116.119,3,disney,FALSE,Moderato,Jon Sarta,Piano Lullabies for Bedtime,My Bonnie
55,189477,False,0.219,0.362,A,-8.615,major,0.0327,0.794,1.03e-5,0.112,0.233,89.819,1,opera,FALSE,Andante,Josh Groban,Beauty and the Beast (Original Motion Picture Soundtrack/Deluxe Edition),Evermore
48,358026,False,0.429,0.523,D#/Eb,-8.702,major,0.0265,0.122,0.0189,0.251,0.301,79.996,4,new-age,FALSE,Andante,Enigma,A Posteriori,Goodbye Milky Way
66,225955,False,0.664,0.524,D,-5.178,major,0.0283,0.0495,8.18e-6,0.075,0.475,91.027,4,alt-rock,FALSE,Andante,The 1975,A Brief Inquiry Into Online Relationships,Sincerity Is Scary
34,199706,False,0.527,0.249,C#/Db,-9.695,minor,0.0281,0.904,0,0.114,0.293,72.028,4,malay,FALSE,Adagio,Sajeer Koppam,Neeyen Kithab,Iniyennum Ee Lokham
11,570413,False,0.821,0.951,D#/Eb,-5.054,minor,0.0576,0.369,0.895,0.0696,0.472,126.495,4,chicago-house,FALSE,Allegro,Paul Johnson,Get Get Down,Get Get Down - Latin Excursion Mix
12,64319,False,0.433,0.992,C#/Db,-3.985,major,0.0947,2.14e-5,0,0.345,0.602,118.859,4,grindcore,FALSE,Moderato,disrupt,Unrest,Lack Of Intelligence
36,242230,False,0.288,0.197,A#/Bb,-16.785,major,0.0357,0.93,0.971,0.0997,0.0395,65.13,3,sleep,FALSE,Larghetto,Avslappning Sound,"Avslappnande Musik - Sova Musik för Begrundan, Sömnproblem, Avslappning, Positivt Tänkande",Inre Balans
61,159160,False,0.616,0.636,C#/Db,-7.055,major,0.0325,0.208,0,0.517,0.654,110.618,4,british,FALSE,Moderato,The Beatles,Yellow Submarine Songtrack,Yellow Submarine
46,323840,False,0.454,0.87,A#/Bb,-5.358,major,0.0387,2.26e-4,2.32e-4,0.0885,0.4,146.878,4,brazil,FALSE,Allegro,Legião Urbana,A Tempestade,Dezesseis / Música Incidental: ''Strawberry Fields Forever''
14,368352,False,0.699,0.524,E,-12.183,minor,0.0573,0.0622,0.845,0.0656,0.661,109.984,4,chicago-house,FALSE,Moderato,Larry Heard,Love's Arrival,Riverside Drive
40,225871,False,0.176,0.313,A,-8.384,major,0.0304,0.756,2.83e-4,0.0926,0.233,182.885,4,goth,FALSE,Presto,Håkan Hellström,Illusioner,Mitt hjärta är ett jordskred
0,166040,False,0.644,0.848,D,-5.385,major,0.0529,0.0358,0,0.0676,0.928,162.151,4,alt-rock,FALSE,Allegro,Jimmy Eat World,Mirando las nubes,The Middle
0,171906,False,0.753,0.844,B,-3.859,minor,0.137,0.361,6.44e-5,0.0693,0.131,89.993,4,happy,FALSE,Andante,The Prophet,The Hardcore Archive Part 3 (1997),Mayhem MF - Original Mix
48,272529,False,0.473,0.58,E,-4.802,major,0.0313,0.461,0,0.0986,0.22,135.821,4,mandopop,FALSE,Allegro,JJ Lin,新地球 - 人 (Special Edition),浪漫血液
38,160972,False,0.499,0.521,A#/Bb,-5.224,minor,0.0278,0.00468,0.00177,0.129,0.49,104.767,4,electronic,FALSE,Andante,Babasónicos,Jessico,Tóxica
50,188409,False,0.169,0.629,D,-16.737,minor,0.0452,0.81,0.993,0.915,1e-5,85.16,4,sleep,FALSE,Andante,Weißes Rauschen HD,Weißer Lärm Baby Schlaf (Meeresrauschen),Schlafhilfe für Eltern
16,298506,False,0.576,0.386,E,-19.751,minor,0.0344,0.125,0.213,0.227,0.891,155.297,4,detroit-techno,FALSE,Allegro,Inner City,Paradise,Power Of Passion
52,246979,False,0.659,0.331,A#/Bb,-8.987,major,0.0321,0.809,0,0.0996,0.0877,105.01,4,acoustic,FALSE,Andante,Boyce Avenue,"Cover Sessions, Vol. 5",Chasing Cars
27,327158,False,0.201,0.623,G#/Ab,-5.984,minor,0.0386,0.447,7.21e-4,0.113,0.139,181.142,3,groove,FALSE,Presto,Kemuel,Qual É a Sua Escolha?,Me Achego a Ti
52,200413,True,0.787,0.7,F,-7.821,minor,0.0446,0.226,6.98e-4,0.165,0.331,113.997,4,dancehall,FALSE,Moderato,Burna Boy,Twice As Tall,Way Too Big
40,265480,False,0.784,0.561,C#/Db,-7.972,major,0.0378,0.348,0.0106,0.112,0.667,110.097,4,turkish,FALSE,Moderato,Teoman,Gecenin Sonuna Yolculuk,Koma Hali
13,109973,False,0.232,0.986,A#/Bb,-5.368,minor,0.079,1.39e-5,0.00587,0.206,0.742,170.345,4,grindcore,FALSE,Vivace,disrupt,The Rest,Succumb to the Pressure
18,249466,False,0.394,0.888,F,-2.387,major,0.0694,0.271,0,0.149,0.618,154.914,4,j-idol,FALSE,Allegro,AKB48,前しか向かねえ<劇場盤>,昨日よりもっと好き(Smiling Lions)
49,241853,False,0.694,0.574,E,-9.422,major,0.0265,0.0409,1.35e-5,0.19,0.77,116.048,4,mandopop,FALSE,Moderato,Jay Chou,我很忙,甜甜的
45,216348,False,0.554,0.51,G,-6.398,major,0.0528,0.782,0,0.129,0.586,71.667,4,sertanejo,FALSE,Adagio,Eduardo Costa,Eduardo Costa na Fazenda,Feito Eu
52,194666,False,0.795,0.457,C,-7.74,major,0.04,0.616,2.8e-5,0.0763,0.926,180.069,4,children,FALSE,Presto,CoComelon,"CoComelon Kids Hits, Vol. 6",12345 Once I Caught A Fish Alive!
62,224906,False,0.627,0.842,A,-4.215,major,0.0375,8.32e-4,0.898,0.115,0.309,134.98,4,industrial,FALSE,Allegro,Rammstein,Liebe ist für alle da (Special Edition),Haifisch
73,209666,False,0.645,0.87,C#/Db,-3.087,major,0.0465,0.00522,1.12e-6,0.101,0.79,119.973,4,k-pop,FALSE,Moderato,Stray Kids,MAXIDENT,"Can't Stop (Seungmin, I.N)"
20,209693,False,0.213,0.97,F#/Gb,-4.593,major,0.0834,1.55e-5,0.00443,0.103,0.31,96.855,3,heavy-metal,FALSE,Andante,Carajo,Carajo,La Guerra y la Paz
46,200431,False,0.653,0.959,C,-3.884,minor,0.0501,0.0082,0.71,0.0793,0.895,181.959,4,study,FALSE,Presto,Matt Large,Summertime Madness,Summertime Madness
18,57786,False,0.583,0.954,A#/Bb,-4.263,minor,0.0426,7e-4,0.839,0.349,0.689,133.959,4,afrobeat,FALSE,Allegro,Los Amigos Invisibles,El Paradise,Goldmember
10,309533,False,0.887,0.393,C#/Db,-12.857,major,0.244,0.0158,1.89e-4,0.433,0.687,116.479,4,detroit-techno,FALSE,Moderato,Moodymann,Silence In The Secret Garden,Sweet Yesterday
24,165493,False,0.587,0.427,F,-11.995,major,0.0282,0.816,0.0153,0.091,0.839,139.561,4,bluegrass,FALSE,Allegro,Alison Krauss & Union Station,Every Time You Say Goodbye,I Don't Know Why
29,414660,False,0.23,0.0545,A#/Bb,-24.421,minor,0.0357,0.967,0.849,0.878,0.0428,91.515,4,new-age,FALSE,Andante,Dan Gibson's Solitudes,Calm the Mind,The Cascades
20,403373,False,0.284,0.232,D,-12.824,major,0.0378,0.841,6.14e-5,0.0897,0.155,117.456,4,opera,FALSE,Moderato,Celtic Woman,"Decade. The Songs, The Show, The Traditions, The Classics.",Walking the Night/The World Falls Away
37,256260,False,0.401,0.207,F,-14.331,minor,0.0357,0.819,0.00363,0.155,0.0548,152.557,4,idm,FALSE,Allegro,Kyson,A Book Of Flying,Pictures
65,108034,True,0.712,0.374,C,-10.215,minor,0.511,0.795,0,0.187,0.779,133.952,4,emo,FALSE,Allegro,XXXTENTACION,SKINS,Guardian angel
31,206866,False,0.363,0.652,A,-10.658,minor,0.0593,0.812,0.0143,0.127,0.754,117.783,4,psych-rock,FALSE,Moderato,Cem Karaca,"Cem Karaca'nın Apaşlar, Kardaşlar, Moğollar, Ferdy Kleine'a Teşekkürleriyle",Bir Of Çeksem
29,371733,False,0.514,0.81,G,-7.699,minor,0.0452,0.00146,0.0589,0.215,0.289,132.012,4,industrial,FALSE,Allegro,VNV Nation,Judgement,Carry You
23,164829,False,0.533,0.882,E,-4.445,major,0.0637,0.0192,0,0.183,0.655,124.071,4,power-pop,FALSE,Allegro,Hoodoo Gurus,Chariot Of The Gods,Carry On
23,219133,True,0.525,0.935,F,-4.908,minor,0.903,0.801,0,0.873,0.471,91.191,4,comedy,FALSE,Andante,Patton Oswalt,Finest Hour,The Ham Incident
16,283293,False,0.362,0.395,A,-15.398,major,0.0401,0.151,0.835,0.112,0.0288,99.993,3,german,FALSE,Andante,Hans Zimmer,Hans Zimmer: Epic Scores,Ashes To Ashes
20,210493,False,0.315,0.939,F,-3.902,major,0.0809,3.32e-5,0.86,0.972,0.549,133.659,4,heavy-metal,FALSE,Allegro,Asspera,Live in Villa la Verga,Ya No Sos Igual (En Vivo)
35,298813,False,0.446,0.982,A,-4.549,major,0.104,0.0781,1.55e-5,0.96,0.407,151.887,4,piano,FALSE,Allegro,Billy Joel,Live at Yankee Stadium,"You May Be Right - Live at Yankee Stadium, Bronx, NY - June 1990"
38,270512,False,0.551,0.595,D,-6.407,minor,0.0283,0.0848,1.65e-4,0.393,0.26,144.184,4,gospel,FALSE,Allegro,Oficina G3,Humanos,Ele Se Foi
24,138370,False,0.412,0.451,C#/Db,-7.602,major,0.0492,0.253,0.804,0.156,0.564,92.934,4,study,FALSE,Andante,"Sarah, the Illstrumentalist",Golden Skin,Beach Day in Brooklyn
6,176416,False,0.67,0.351,E,-10.647,minor,0.0589,0.515,0.925,0.112,0.0935,180.053,4,study,FALSE,Presto,Justnormal,Space Bouquet,Winter Foliage
60,217440,False,0.343,0.89,G,-5.759,major,0.0655,8.21e-4,0,0.0912,0.525,100.061,4,garage,FALSE,Andante,Arctic Monkeys,Suck It and See,Black Treacle
20,249293,False,0.585,0.91,F,-4.351,minor,0.0358,0.0169,7.1e-6,0.283,0.794,130.986,4,j-idol,FALSE,Allegro,Nogizaka46,ガールズルール TypeC,他の星から
32,223093,False,0.534,0.833,D,-4.094,major,0.0365,0.0121,0,0.233,0.808,126.015,4,j-rock,FALSE,Allegro,Creep Hyp,世界観,アイニー
31,236853,False,0.368,0.871,A,-3.032,minor,0.0661,0.0356,0,0.149,0.636,107.721,4,acoustic,FALSE,Andante,Masaharu Fukuyama,聖域,聖域
18,265973,False,0.482,0.0409,G,-24.309,major,0.0445,0.991,0.919,0.149,0.175,87.518,4,disney,FALSE,Andante,Jon Sarta,The Catholic Music Project Volume II,Be Not Afraid
23,142706,False,0.417,0.757,C,-6.786,major,0.0514,0.127,0.892,0.0969,0.912,156.164,4,power-pop,FALSE,Allegro,Shannon & The Clams,Onion,Tell Me When You Leave
19,184508,False,0.499,0.472,G,-10.463,minor,0.0713,0.918,8.73e-4,0.237,0.67,121.304,4,tango,FALSE,Allegro,Julio Sosa,Varón (Remastered),La cumparsita - Remastered
45,158432,False,0.792,0.867,E,-6.158,minor,0.0783,0.415,1.19e-5,0.0493,0.975,171.956,4,forro,FALSE,Vivace,Os Barões Da Pisadinha,Batom de Ouro,Já Que Me Ensinou a Beber
26,328333,False,0.756,0.549,E,-7.635,major,0.0337,0.00496,0.0793,0.0686,0.856,133.436,4,rockabilly,FALSE,Allegro,BOØWY,JUST A HERO,JUST A HERO
14,228533,False,0.323,0.339,D#/Eb,-11.011,major,0.0304,0.84,1.23e-4,0.326,0.469,82.635,4,honky-tonk,FALSE,Andante,Ray Price,Ray Price - 16 Biggest Hits,For The Good Times
1,177440,True,0.499,0.983,C#/Db,-3.662,minor,0.0882,1.23e-4,2.46e-4,0.0728,0.0378,129.903,4,alt-rock,FALSE,Allegro,Marilyn Manson,Halloween Metal Nights,The Fight Song
45,368200,False,0.938,0.424,C#/Db,-10.299,major,0.059,0.146,0.00209,0.262,0.652,110.783,4,chicago-house,FALSE,Moderato,Mark Farina,Air Farina,Dream Machine - Downtempo Mix
32,173608,False,0.174,0.895,D,-24.459,major,0.0468,0.172,0.919,0.875,1e-5,86.752,5,sleep,FALSE,Andante,Rain Sounds,White Noise Rain,White Noise Rain
47,290200,False,0.724,0.646,B,-4.495,major,0.0658,0.0977,0.179,0.0647,0.824,143.674,4,alt-rock,FALSE,Allegro,Charlie Brown Jr.,Transpiração Contínua Prolongada - Edição Comemorativa,Quinta-Feira
22,163266,False,0.236,0.0125,D,-30.232,major,0.0395,0.974,0.0185,0.205,0.148,80.013,5,disney,FALSE,Andante,Randy Newman,Little Criminals,Texas Girl at the Funeral of Her Father
10,542229,False,0.814,0.39,E,-17.9,minor,0.0672,0.106,0.889,0.113,0.12,121.566,4,detroit-techno,FALSE,Allegro,Omar S,Romancing the Stone,Frogs
62,178604,False,0.593,0.791,G#/Ab,-5.162,minor,0.165,0.0343,0,0.0654,0.881,171.935,4,hip-hop,FALSE,Vivace,Sidhu Moose Wala,"Jailaan (From ""Moosa Jatt"")","Jailaan (From ""Moosa Jatt"")"
65,330400,False,0.658,0.407,E,-12.007,major,0.0364,0.727,1.26e-6,0.139,0.137,80.164,4,k-pop,FALSE,Andante,Yuvan Shankar Raja,Deepavali (Original Motion Picture Soundtrack),Pogadhe
39,205213,False,0.318,0.639,E,-5.384,minor,0.035,0.413,0,0.203,0.292,184.946,4,metalcore,FALSE,Presto,Dead by April,Let The World Know,Replace You
23,437683,False,0.534,0.715,A#/Bb,-9.334,minor,0.955,0.922,0,0.308,0.466,79.334,4,comedy,FALSE,Andante,Mike Birbiglia,My Girlfriend's Boyfriend,Winter in Bermuda
47,297026,False,0.547,0.807,E,-8.984,minor,0.0694,0.00515,0.863,0.0926,0.171,125.008,4,anime,FALSE,Allegro,Hiroyuki Sawano,Attack On Titan The Final Season Original Soundtrack 02,attack ON taian [TFSv]
0,129466,False,0.542,0.217,E,-12.526,minor,0.0412,0.983,0.0194,0.101,0.192,104.58,4,romance,FALSE,Andante,Nikolay Kopylov,"Золотые Хиты Старинного Русского Романса, Часть 2",Мы Только Знакомы
23,300333,False,0.488,0.296,E,-12.165,minor,0.0327,0.617,0,0.0632,0.299,115.749,4,bluegrass,FALSE,Moderato,Nickel Creek,Reason's Why (The Very Best),The Lighthouse’s Tale
41,160467,False,0.719,0.753,A#/Bb,-8.516,major,0.0565,0.0198,0.00128,0.125,0.777,171.999,4,forro,FALSE,Vivace,Os Barões Da Pisadinha,Paredão Explode,Mamãe que é Mamãe (Versão Grave)
28,284893,False,0.204,0.913,D,-7.034,major,0.102,2.12e-4,4.46e-6,0.209,0.388,181.44,4,heavy-metal,FALSE,Presto,Malon,Serie De Oro,Grito De Pilaga
39,131466,False,0.611,0.934,E,-3.905,minor,0.0359,0.0669,0,0.27,0.962,157.966,4,ska,FALSE,Allegro,Los Caligaris,Circología,Pero No Puedo
56,229986,False,0.792,0.842,F#/Gb,-7.589,major,0.03,0.181,1.85e-4,0.0582,0.761,108.01,4,synth-pop,FALSE,Moderato,Modern Talking,The First & Second Album (30th Anniversary Edition),You Can Win If You Want
37,190302,False,0.715,0.574,A,-7.822,minor,0.068,0.00192,0.7,0.389,0.45,87.009,4,study,FALSE,Andante,Matt Large,Scatterbrained,For Ilion (Chefen)
12,469723,False,0.745,0.763,G,-7.401,major,0.0573,3.4e-5,0.9,0.121,0.0542,101.909,4,detroit-techno,TRUE,Andante,Plastikman;Richie Hawtin,Musik,Lasttrak
46,195735,False,0.75,0.667,A#/Bb,-3.219,major,0.0595,0.616,0,0.263,0.695,134.891,4,forro,FALSE,Allegro,Unha Pintada,Some ou Me Assume,Some ou Me Assume
9,223840,False,0.735,0.749,G#/Ab,-6.296,major,0.0489,0.0706,9.28e-6,0.102,0.202,100.021,4,kids,FALSE,Andante,Mini Pop Kids,Mini Pop Kids 17,Never Really Over
13,579546,False,0.669,0.811,C#/Db,-6.486,minor,0.0545,0.0116,0.673,0.0541,0.944,123.011,4,chicago-house,FALSE,Allegro,Ron Trent,Jazz Funk Freedom,Sweet Chocolate
65,323360,False,0.618,0.766,D#/Eb,-4.507,major,0.0323,0.117,0,0.121,0.448,113.997,4,k-pop,FALSE,Moderato,BTS,FACE YOURSELF,Crystal Snow
28,174466,True,0.573,0.789,B,-5.435,major,0.05,4.88e-4,0.00965,0.126,0.332,128.077,4,acoustic,FALSE,Allegro,Frank Turner,FTHC (Deluxe),Untainted Love
44,212186,False,0.447,0.607,A#/Bb,-4.858,major,0.0363,0.499,0,0.33,0.294,145.706,4,sertanejo,FALSE,Allegro,Eduardo Costa,"Pele, Alma E Coração",Não Preciso de Você
8,164571,False,0.898,0.351,A,-13.396,minor,0.0649,0.0962,0,0.36,0.682,139.968,4,kids,TRUE,Allegro,Blake Rules;Netherfriends,Kids Trap 14,Camping
26,306653,False,0.65,0.947,G,-4.528,major,0.0855,0.0738,5.51e-5,0.173,0.428,120.022,4,j-idol,FALSE,Allegro,Nogizaka46,ガールズルール TypeD,人間という楽器
33,283640,False,0.503,0.95,G,-1.62,major,0.0703,0.61,1.37e-5,0.112,0.576,159.022,4,j-idol,FALSE,Allegro,=LOVE,手遅れcaution,「部活中に目が合うなって思ってたんだ」
34,127857,False,0.089,0.998,B,-19.093,minor,0.0558,0.405,0.991,0.932,1e-5,87.624,1,sleep,FALSE,Andante,Meeresrauschen,"Meeresrauschen zur Entspannung, für Meditation, Yoga und Wellness",Naturgeräusche zum Chillen
42,172880,False,0.583,0.622,A,-7.223,major,0.0395,0.658,0,0.342,0.742,159.872,4,pagode,FALSE,Allegro,Sorriso Maroto,Como Antigamente (Ao Vivo),Apenas Desejo - Ao Vivo
7,397133,False,0.696,0.524,C,-16.11,major,0.0489,8.79e-4,0.252,0.104,0.672,122.015,4,chicago-house,FALSE,Allegro,Glenn Underground,The Jerusalem EP's,H-Dance
48,197979,False,0.733,0.62,D,-6.393,major,0.0439,0.629,0,0.0973,0.267,114.919,4,show-tunes,FALSE,Moderato,Ben Platt,Reverie,childhood bedroom
8,274960,False,0.725,0.514,C#/Db,-17.479,major,0.0519,0.11,4.81e-6,0.192,0.604,120.78,4,chicago-house,FALSE,Allegro,Ten City,Foundation,For You
14,255040,False,0.777,0.699,F#/Gb,-8.567,minor,0.0432,0.0075,0.869,0.0832,0.219,112.01,4,breakbeat,FALSE,Moderato,Orbital,Monsters Exist (Deluxe),Fun with the System - Bonus Track
34,328594,False,0.464,0.396,E,-11.889,major,0.0388,0.842,7.8e-4,0.367,0.423,139.695,4,folk,FALSE,Allegro,Papon,Jonaki Raati,Phagunare Pasuwa Baa
26,120000,False,0.345,0.989,C#/Db,-7.755,major,0.0821,0.0018,0,0.775,0.0758,132.133,4,metalcore,FALSE,Allegro,A Day To Remember,For Those Who Have Heart,"Why Walk On Water When We've Got Boats - Live At The Capitol / Ocala, FL / January 5, 2008"
31,181853,False,0.337,0.0472,F,-21.658,major,0.034,0.993,0.886,0.0917,0.153,80.535,4,new-age,FALSE,Andante,Paul Cardall,Primary Worship,Keep the Commandments
